,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N),"Min Laminate Length (m, 2*r)"
106,22.87999999999998,45.75999999999995,0.7986626657126044,0.17412896,0.10256965643901791,-6.299973122214887,4.513450179640078,-4.395273463225803,0.03256193461439957
107,23.75999999999998,47.51999999999997,0.8293804605477049,0.18781096,0.11210367223133415,-6.840126428541151,5.0446829654374135,-4.619361788889532,0.03277824566621158
108,22.87999999999998,45.75999999999995,0.7986626657126044,0.18414996,0.10847246851103282,-6.662532174182552,4.773196084342967,-4.648218380458329,0.03256193461439957
109,23.75999999999998,47.51999999999997,0.8293804605477049,0.19216496,0.11470255883994969,-6.99870029701969,5.161633273510566,-4.726451924783758,0.03277824566621158
110,22.87999999999998,45.75999999999995,0.7986626657126044,0.18822696,0.11087400177294328,-6.810037737985782,4.878872569072404,-4.751127913195282,0.03256193461439957
111,23.75999999999998,47.51999999999997,0.8293804605477049,0.18822696,0.11235198110344809,-6.855277262093534,5.055856903921207,-4.629593643857836,0.03277824566621158
112,22.87999999999998,45.75999999999995,0.7986626657126044,0.15950896,0.09395783002520117,-5.771022584367641,4.134497467659613,-4.026242958292212,0.03256193461439957
113,23.75999999999998,47.51999999999997,0.8293804605477049,0.16469196,0.09830402604286775,-5.9981261379221005,4.42369670628647,-4.05073136818705,0.03277824566621158
114,22.87999999999998,45.75999999999995,0.7986626657126044,0.16226696000000002,0.0955824139683822,-5.870806823997102,4.205985263804766,-4.095858972834404,0.03256193461439957
115,23.75999999999998,47.51999999999997,0.8293804605477049,0.16841096,0.10052388348371323,-6.133573133069479,4.523590641914411,-4.142203167771483,0.03277824566621158
116,24.63999999999998,49.27999999999996,0.8600982553828049,0.17302996,0.10471667526804636,-6.34544843577103,4.809257660172769,-4.139535796330135,0.03300528759409021
117,25.51999999999998,51.03999999999996,0.890816050217905,0.17815096,0.10937708771869693,-6.580380465037306,5.1168059371740675,-4.13759641167971,0.033243393235341395
118,26.399999999999977,52.79999999999995,0.9215338450530051,0.18427296,0.11484049710186016,-6.857598920391759,5.46228270590246,-4.1460982373500395,0.03349291740010353
