n,t,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,
3545,16.565421,0.204376,0.06528,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3546,16.570093,0.204386,0.065266,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3547,16.574766,0.204378,0.065275,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3548,16.579439,0.204395,0.065253,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3549,16.584112,0.204397,0.065241,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3550,16.588785,0.204388,0.065259,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3551,16.593458,0.204391,0.06526,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3552,16.598131,0.204395,0.065254,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3553,16.602804,0.204381,0.065278,0.340963,,,,,,,,,,,,,,,,,,,,,,,,
3554,16.607477,0.204382,0.06527,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3555,16.61215,0.204375,0.065282,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3556,16.616822,0.204369,0.065288,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3557,16.621495,0.204359,0.065307,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3558,16.626168,0.204372,0.065285,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3559,16.630841,0.204368,0.065282,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3560,16.635514,0.204377,0.065274,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3561,16.640187,0.204376,0.065266,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3562,16.64486,0.204393,0.065248,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3563,16.649533,0.204383,0.065264,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3564,16.654206,0.204381,0.065276,0.340961,,,,,,,,,,,,,,,,,,,,,,,,
3565,16.658879,0.204372,0.065278,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3566,16.663551,0.204386,0.065274,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3567,16.668224,0.204381,0.06528,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3568,16.672897,0.204378,0.065279,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3569,16.67757,0.204381,0.065277,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3570,16.682243,0.20438,0.065267,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3571,16.686916,0.204378,0.065279,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3572,16.691589,0.204376,0.065275,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3573,16.696262,0.204373,0.065277,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3574,16.700935,0.204379,0.065277,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3575,16.705607,0.204383,0.065271,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3576,16.71028,0.204377,0.065275,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3577,16.714953,0.204384,0.065281,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3578,16.719626,0.204372,0.065292,0.340962,,,,,,,,,,,,,,,,,,,,,,,,
3579,16.724299,0.204376,0.065285,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3580,16.728972,0.204373,0.065291,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3581,16.733645,0.204379,0.065282,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3582,16.738318,0.204379,0.065283,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3583,16.742991,0.204372,0.065272,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3584,16.747664,0.204378,0.065275,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3585,16.752336,0.204373,0.065279,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3586,16.757009,0.204372,0.065272,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3587,16.761682,0.20438,0.065271,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3588,16.766355,0.20437,0.065281,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3589,16.771028,0.204366,0.065293,0.34096,,,,,,,,,,,,,,,,,,,,,,,,
3590,16.775701,0.204378,0.065277,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3591,16.780374,0.204384,0.065269,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3592,16.785047,0.204386,0.065268,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3593,16.78972,0.204379,0.065275,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3594,16.794393,0.204379,0.065272,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3595,16.799065,0.204391,0.065257,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3596,16.803738,0.204393,0.065251,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3597,16.808411,0.20439,0.065255,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3598,16.813084,0.204385,0.065261,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3599,16.817757,0.204383,0.065265,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3600,16.82243,0.204373,0.065284,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3601,16.827103,0.204386,0.065263,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3602,16.831776,0.204384,0.065264,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3603,16.836449,0.204376,0.065275,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3604,16.841121,0.204392,0.065253,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3605,16.845794,0.204375,0.065272,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3606,16.850467,0.204382,0.065264,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3607,16.85514,0.20439,0.065253,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3608,16.859813,0.204378,0.065257,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3609,16.864486,0.204386,0.065256,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3610,16.869159,0.204378,0.065261,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3611,16.873832,0.204387,0.065256,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3612,16.878505,0.204377,0.065279,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3613,16.883178,0.20438,0.065272,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3614,16.88785,0.204369,0.065288,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3615,16.892523,0.204369,0.065282,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3616,16.897196,0.204374,0.065283,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3617,16.901869,0.204369,0.065283,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3618,16.906542,0.204375,0.065274,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3619,16.911215,0.204375,0.065281,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3620,16.915888,0.204386,0.065256,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3621,16.920561,0.204377,0.065272,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3622,16.925234,0.204382,0.065271,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3623,16.929907,0.204379,0.065279,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3624,16.934579,0.204384,0.065265,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3625,16.939252,0.204381,0.065271,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3626,16.943925,0.204382,0.065266,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3627,16.948598,0.204374,0.065283,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3628,16.953271,0.204374,0.065285,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3629,16.957944,0.204373,0.065282,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3630,16.962617,0.204373,0.065287,0.340962,,,,,,,,,,,,,,,,,,,,,,,,
3631,16.96729,0.204378,0.065277,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3632,16.971963,0.204379,0.065269,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3633,16.976636,0.204375,0.065277,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3634,16.981308,0.204377,0.065269,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3635,16.985981,0.204374,0.065273,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3636,16.990654,0.204373,0.065277,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3637,16.995327,0.204379,0.065263,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3638,17,0.204379,0.065269,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3639,17.004673,0.204371,0.065281,0.340963,,,,,,,,,,,,,,,,,,,,,,,,
3640,17.009346,0.204371,0.065278,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3641,17.014019,0.204387,0.065269,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3642,17.018692,0.204381,0.06527,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3643,17.023364,0.204379,0.065273,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3644,17.028037,0.204381,0.065266,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3645,17.03271,0.20438,0.065267,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3646,17.037383,0.204397,0.065242,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3647,17.042056,0.204394,0.065245,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3648,17.046729,0.204392,0.065252,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3649,17.051402,0.204388,0.065255,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3650,17.056075,0.204381,0.065265,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3651,17.060748,0.20438,0.065271,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3652,17.065421,0.204377,0.065269,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3653,17.070093,0.204373,0.065277,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3654,17.074766,0.204368,0.065286,0.340962,,,,,,,,,,,,,,,,,,,,,,,,
3655,17.079439,0.20438,0.065268,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3656,17.084112,0.204377,0.065264,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3657,17.088785,0.204373,0.065278,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3658,17.093458,0.204367,0.065283,0.340962,,,,,,,,,,,,,,,,,,,,,,,,
3659,17.098131,0.204383,0.065264,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3660,17.102804,0.204386,0.065259,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3661,17.107477,0.204386,0.065263,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3662,17.11215,0.204381,0.065269,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3663,17.116822,0.204378,0.065274,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3664,17.121495,0.204379,0.065282,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3665,17.126168,0.204373,0.065284,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3666,17.130841,0.204379,0.06528,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3667,17.135514,0.204375,0.065293,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3668,17.140187,0.204375,0.065281,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3669,17.14486,0.204375,0.065278,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3670,17.149533,0.204373,0.065278,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3671,17.154206,0.204384,0.065259,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3672,17.158879,0.204382,0.065267,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3673,17.163551,0.204383,0.06527,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3674,17.168224,0.204387,0.065275,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3675,17.172897,0.204386,0.065263,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3676,17.17757,0.20439,0.065265,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3677,17.182243,0.204389,0.065265,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3678,17.186916,0.204374,0.065275,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3679,17.191589,0.204364,0.065295,0.340963,,,,,,,,,,,,,,,,,,,,,,,,
3680,17.196262,0.204375,0.065279,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3681,17.200935,0.204367,0.065286,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3682,17.205607,0.204367,0.065285,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3683,17.21028,0.20438,0.065265,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3684,17.214953,0.204386,0.065258,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3685,17.219626,0.204384,0.065265,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3686,17.224299,0.204382,0.065267,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3687,17.228972,0.204376,0.065282,0.340963,,,,,,,,,,,,,,,,,,,,,,,,
3688,17.233645,0.204383,0.065267,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3689,17.238318,0.204383,0.065275,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3690,17.242991,0.204381,0.065264,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3691,17.247664,0.204399,0.065249,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3692,17.252336,0.204375,0.065276,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3693,17.257009,0.204388,0.065256,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3694,17.261682,0.204386,0.06526,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3695,17.266355,0.204397,0.065235,0.340983,,,,,,,,,,,,,,,,,,,,,,,,
3696,17.271028,0.204386,0.065257,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3697,17.275701,0.204394,0.06525,0.340982,,,,,,,,,,,,,,,,,,,,,,,,
3698,17.280374,0.204383,0.065266,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3699,17.285047,0.204383,0.065266,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3700,17.28972,0.204379,0.065282,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3701,17.294393,0.204378,0.065278,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3702,17.299065,0.204378,0.065267,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3703,17.303738,0.204377,0.065272,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3704,17.308411,0.204375,0.065271,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3705,17.313084,0.204384,0.065249,0.340981,,,,,,,,,,,,,,,,,,,,,,,,
3706,17.317757,0.204383,0.065252,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3707,17.32243,0.204383,0.065258,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3708,17.327103,0.204385,0.065253,0.340981,,,,,,,,,,,,,,,,,,,,,,,,
3709,17.331776,0.204386,0.065253,0.340981,,,,,,,,,,,,,,,,,,,,,,,,
3710,17.336449,0.204376,0.065265,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3711,17.341121,0.204382,0.065265,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3712,17.345794,0.204379,0.065271,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3713,17.350467,0.204379,0.065281,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3714,17.35514,0.204379,0.065275,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3715,17.359813,0.204375,0.065277,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3716,17.364486,0.204371,0.065286,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3717,17.369159,0.204386,0.065257,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3718,17.373832,0.204392,0.065242,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3719,17.378505,0.204388,0.065249,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3720,17.383178,0.2044,0.065234,0.340985,,,,,,,,,,,,,,,,,,,,,,,,
3721,17.38785,0.204397,0.065234,0.340983,,,,,,,,,,,,,,,,,,,,,,,,
3722,17.392523,0.204387,0.065251,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3723,17.397196,0.204388,0.065257,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3724,17.401869,0.204375,0.065274,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3725,17.406542,0.204366,0.065284,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3726,17.411215,0.204364,0.065291,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3727,17.415888,0.204365,0.065291,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3728,17.420561,0.204365,0.065283,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3729,17.425234,0.204366,0.065277,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3730,17.429907,0.204377,0.06527,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3731,17.434579,0.204381,0.065262,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3732,17.439252,0.204382,0.065256,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3733,17.443925,0.204389,0.065249,0.340983,,,,,,,,,,,,,,,,,,,,,,,,
3734,17.448598,0.204385,0.065254,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3735,17.453271,0.204386,0.065255,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3736,17.457944,0.204374,0.065276,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3737,17.462617,0.204371,0.065291,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3738,17.46729,0.204377,0.06528,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3739,17.471963,0.20437,0.065287,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3740,17.476636,0.204365,0.065292,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3741,17.481308,0.204367,0.065284,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3742,17.485981,0.204379,0.065261,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3743,17.490654,0.204377,0.065264,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3744,17.495327,0.204384,0.065252,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3745,17.5,0.20438,0.065252,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3746,17.504673,0.204383,0.065252,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3747,17.509346,0.204381,0.065256,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3748,17.514019,0.204376,0.06527,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3749,17.518692,0.204378,0.065274,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3750,17.523364,0.204378,0.065272,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3751,17.528037,0.204373,0.065284,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3752,17.53271,0.204361,0.065293,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3753,17.537383,0.204368,0.065281,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3754,17.542056,0.204367,0.065273,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3755,17.546729,0.204374,0.065268,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3756,17.551402,0.204383,0.065254,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3757,17.556075,0.204369,0.065259,0.340981,,,,,,,,,,,,,,,,,,,,,,,,
3758,17.560748,0.20438,0.065256,0.34098,,,,,,,,,,,,,,,,,,,,,,,,
3759,17.565421,0.204373,0.065279,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3760,17.570093,0.204368,0.065286,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3761,17.574766,0.204364,0.065291,0.340962,,,,,,,,,,,,,,,,,,,,,,,,
3762,17.579439,0.204359,0.065308,0.340954,,,,,,,,,,,,,,,,,,,,,,,,
3763,17.584112,0.204371,0.065287,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3764,17.588785,0.204366,0.065291,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3765,17.593458,0.204369,0.065288,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3766,17.598131,0.20437,0.065282,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3767,17.602804,0.204383,0.06526,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3768,17.607477,0.204383,0.065263,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3769,17.61215,0.204376,0.065271,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3770,17.616822,0.204377,0.065266,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3771,17.621495,0.204373,0.065274,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3772,17.626168,0.204372,0.06528,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3773,17.630841,0.204363,0.065296,0.34096,,,,,,,,,,,,,,,,,,,,,,,,
3774,17.635514,0.204361,0.065299,0.34096,,,,,,,,,,,,,,,,,,,,,,,,
3775,17.640187,0.204366,0.065291,0.340963,,,,,,,,,,,,,,,,,,,,,,,,
3776,17.64486,0.204368,0.065283,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3777,17.649533,0.204372,0.065274,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3778,17.654206,0.204383,0.065264,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3779,17.658879,0.204372,0.065274,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3780,17.663551,0.204378,0.065266,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3781,17.668224,0.204382,0.065262,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3782,17.672897,0.204383,0.065261,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3783,17.67757,0.204375,0.065278,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3784,17.682243,0.20438,0.065272,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3785,17.686916,0.204374,0.065284,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3786,17.691589,0.204373,0.065282,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3787,17.696262,0.204368,0.065288,0.340961,,,,,,,,,,,,,,,,,,,,,,,,
3788,17.700935,0.20437,0.065287,0.340963,,,,,,,,,,,,,,,,,,,,,,,,
3789,17.705607,0.204376,0.065273,0.340966,,,,,,,,,,,,,,,,,,,,,,,,
3790,17.71028,0.204367,0.065285,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3791,17.714953,0.20438,0.065261,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3792,17.719626,0.204379,0.065252,0.34098,,,,,,,,,,,,,,,,,,,,,,,,
3793,17.724299,0.204376,0.065263,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3794,17.728972,0.204377,0.065263,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3795,17.733645,0.204377,0.06527,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3796,17.738318,0.204382,0.065267,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3797,17.742991,0.204379,0.065275,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3798,17.747664,0.204367,0.065292,0.340961,,,,,,,,,,,,,,,,,,,,,,,,
3799,17.752336,0.204373,0.065283,0.340961,,,,,,,,,,,,,,,,,,,,,,,,
3800,17.757009,0.204377,0.065269,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3801,17.761682,0.204378,0.065268,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3802,17.766355,0.204383,0.065255,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3803,17.771028,0.204393,0.065239,0.340975,,,,,,,,,,,,,,,,,,,,,,,,
3804,17.775701,0.204371,0.065271,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3805,17.780374,0.204385,0.065248,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3806,17.785047,0.204384,0.065254,0.340981,,,,,,,,,,,,,,,,,,,,,,,,
3807,17.78972,0.204375,0.065269,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3808,17.794393,0.204376,0.065275,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3809,17.799065,0.20438,0.065277,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3810,17.803738,0.204369,0.065288,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3811,17.808411,0.204378,0.065281,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3812,17.813084,0.204383,0.065264,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3813,17.817757,0.204388,0.065265,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3814,17.82243,0.204385,0.065258,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3815,17.827103,0.204387,0.065254,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3816,17.831776,0.204384,0.065257,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3817,17.836449,0.204386,0.065252,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3818,17.841121,0.204377,0.065258,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3819,17.845794,0.20438,0.065259,0.340979,,,,,,,,,,,,,,,,,,,,,,,,
3820,17.850467,0.204376,0.065266,0.340977,,,,,,,,,,,,,,,,,,,,,,,,
3821,17.85514,0.204372,0.065277,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3822,17.859813,0.204368,0.065286,0.340969,,,,,,,,,,,,,,,,,,,,,,,,
3823,17.864486,0.204369,0.065284,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3824,17.869159,0.204384,0.065269,0.340974,,,,,,,,,,,,,,,,,,,,,,,,
3825,17.873832,0.204372,0.065272,0.340967,,,,,,,,,,,,,,,,,,,,,,,,
3826,17.878505,0.204375,0.065279,0.340965,,,,,,,,,,,,,,,,,,,,,,,,
3827,17.883178,0.204381,0.065256,0.340976,,,,,,,,,,,,,,,,,,,,,,,,
3828,17.88785,0.204384,0.065261,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3829,17.892523,0.204388,0.06525,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3830,17.897196,0.204378,0.06527,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3831,17.901869,0.204385,0.06526,0.340973,,,,,,,,,,,,,,,,,,,,,,,,
3832,17.906542,0.20438,0.065267,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3833,17.911215,0.204376,0.065274,0.340972,,,,,,,,,,,,,,,,,,,,,,,,
3834,17.915888,0.204379,0.065273,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
3835,17.920561,0.204377,0.065276,0.340968,,,,,,,,,,,,,,,,,,,,,,,,
3836,17.925234,0.20438,0.065268,0.340978,,,,,,,,,,,,,,,,,,,,,,,,
3837,17.929907,0.204367,0.065287,0.340964,,,,,,,,,,,,,,,,,,,,,,,,
3838,17.934579,0.204368,0.065286,0.340962,,,,,,,,,,,,,,,,,,,,,,,,
3839,17.939252,0.204368,0.065287,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3840,17.943925,0.204374,0.065283,0.340971,,,,,,,,,,,,,,,,,,,,,,,,
3841,17.948598,0.204378,0.065276,0.34097,,,,,,,,,,,,,,,,,,,,,,,,
