n,t,x,y,z,,,,,,,,,,,,,,,,,,,,,,,,
1187,5.546729,0.205232,0.096153,0.342864,,,,,,,,,,,,,,,,,,,,,,,,
1188,5.551402,0.205292,0.09685,0.342862,,,,,,,,,,,,,,,,,,,,,,,,
1189,5.556075,0.205243,0.097571,0.342818,,,,,,,,,,,,,,,,,,,,,,,,
1190,5.560748,0.20525,0.097985,0.34273,,,,,,,,,,,,,,,,,,,,,,,,
1191,5.565421,0.205258,0.098142,0.342678,,,,,,,,,,,,,,,,,,,,,,,,
1192,5.570093,0.205197,0.098111,0.342601,,,,,,,,,,,,,,,,,,,,,,,,
1193,5.574766,0.205111,0.097976,0.342523,,,,,,,,,,,,,,,,,,,,,,,,
1194,5.579439,0.205061,0.097582,0.342459,,,,,,,,,,,,,,,,,,,,,,,,
1195,5.584112,0.205033,0.096866,0.342493,,,,,,,,,,,,,,,,,,,,,,,,
1196,5.588785,0.204977,0.096103,0.342469,,,,,,,,,,,,,,,,,,,,,,,,
1197,5.593458,0.204982,0.094957,0.342532,,,,,,,,,,,,,,,,,,,,,,,,
1198,5.598131,0.204941,0.09367,0.34251,,,,,,,,,,,,,,,,,,,,,,,,
1199,5.602804,0.204897,0.092175,0.342575,,,,,,,,,,,,,,,,,,,,,,,,
1200,5.607477,0.204905,0.090512,0.34261,,,,,,,,,,,,,,,,,,,,,,,,
1201,5.61215,0.204869,0.088684,0.342621,,,,,,,,,,,,,,,,,,,,,,,,
1202,5.616822,0.204818,0.086687,0.342658,,,,,,,,,,,,,,,,,,,,,,,,
1203,5.621495,0.204741,0.084656,0.342618,,,,,,,,,,,,,,,,,,,,,,,,
1204,5.626168,0.204695,0.082343,0.342549,,,,,,,,,,,,,,,,,,,,,,,,
1205,5.630841,0.204583,0.079974,0.342471,,,,,,,,,,,,,,,,,,,,,,,,
1206,5.635514,0.204595,0.077285,0.342351,,,,,,,,,,,,,,,,,,,,,,,,
1207,5.640187,0.204558,0.074575,0.342224,,,,,,,,,,,,,,,,,,,,,,,,
1208,5.64486,0.204538,0.071899,0.342065,,,,,,,,,,,,,,,,,,,,,,,,
1209,5.649533,0.204587,0.069234,0.341915,,,,,,,,,,,,,,,,,,,,,,,,
1210,5.654206,0.204609,0.066554,0.341716,,,,,,,,,,,,,,,,,,,,,,,,
1211,5.658879,0.20454,0.064283,0.341314,,,,,,,,,,,,,,,,,,,,,,,,
1212,5.663551,0.204508,0.062361,0.341024,,,,,,,,,,,,,,,,,,,,,,,,
1213,5.668224,0.204625,0.061344,0.340872,,,,,,,,,,,,,,,,,,,,,,,,
1214,5.672897,0.204494,0.061649,0.340851,,,,,,,,,,,,,,,,,,,,,,,,
1215,5.67757,0.204463,0.062702,0.340758,,,,,,,,,,,,,,,,,,,,,,,,
1216,5.682243,0.204374,0.064148,0.34083,,,,,,,,,,,,,,,,,,,,,,,,
1217,5.686916,0.204343,0.065773,0.340886,,,,,,,,,,,,,,,,,,,,,,,,
1218,5.691589,0.204317,0.067619,0.340953,,,,,,,,,,,,,,,,,,,,,,,,
1219,5.696262,0.204231,0.069569,0.341021,,,,,,,,,,,,,,,,,,,,,,,,
1220,5.700935,0.20421,0.071421,0.341148,,,,,,,,,,,,,,,,,,,,,,,,
1221,5.705607,0.20429,0.073286,0.341263,,,,,,,,,,,,,,,,,,,,,,,,
1222,5.71028,0.204215,0.075462,0.341275,,,,,,,,,,,,,,,,,,,,,,,,
1223,5.714953,0.204221,0.077522,0.341312,,,,,,,,,,,,,,,,,,,,,,,,
1224,5.719626,0.204165,0.079804,0.341349,,,,,,,,,,,,,,,,,,,,,,,,
1225,5.724299,0.20425,0.081937,0.341363,,,,,,,,,,,,,,,,,,,,,,,,
1226,5.728972,0.20427,0.084033,0.341453,,,,,,,,,,,,,,,,,,,,,,,,
1227,5.733645,0.204298,0.086033,0.341468,,,,,,,,,,,,,,,,,,,,,,,,
1228,5.738318,0.204377,0.087946,0.341419,,,,,,,,,,,,,,,,,,,,,,,,
1229,5.742991,0.204337,0.089952,0.341324,,,,,,,,,,,,,,,,,,,,,,,,
1230,5.747664,0.204305,0.091696,0.341214,,,,,,,,,,,,,,,,,,,,,,,,
1231,5.752336,0.204389,0.093073,0.341185,,,,,,,,,,,,,,,,,,,,,,,,
1232,5.757009,0.204479,0.094247,0.34118,,,,,,,,,,,,,,,,,,,,,,,,
1233,5.761682,0.204509,0.095348,0.341191,,,,,,,,,,,,,,,,,,,,,,,,
1234,5.766355,0.204546,0.096289,0.341197,,,,,,,,,,,,,,,,,,,,,,,,
1235,5.771028,0.204642,0.096666,0.341283,,,,,,,,,,,,,,,,,,,,,,,,
1236,5.775701,0.204697,0.097082,0.341359,,,,,,,,,,,,,,,,,,,,,,,,
1237,5.780374,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,5.785047,0.204722,0.097564,0.341541,,,,,,,,,,,,,,,,,,,,,,,,
1239,5.78972,0.204732,0.097417,0.341671,,,,,,,,,,,,,,,,,,,,,,,,
1240,5.794393,0.204768,0.097046,0.341804,,,,,,,,,,,,,,,,,,,,,,,,
1241,5.799065,0.204864,0.096273,0.342059,,,,,,,,,,,,,,,,,,,,,,,,
1242,5.803738,0.204944,0.095423,0.342223,,,,,,,,,,,,,,,,,,,,,,,,
1243,5.808411,0.204954,0.094399,0.342356,,,,,,,,,,,,,,,,,,,,,,,,
1244,5.813084,0.204915,0.093412,0.342471,,,,,,,,,,,,,,,,,,,,,,,,
1245,5.817757,0.20484,0.092072,0.34257,,,,,,,,,,,,,,,,,,,,,,,,
1246,5.82243,0.204849,0.090382,0.342604,,,,,,,,,,,,,,,,,,,,,,,,
1247,5.827103,0.204863,0.088468,0.342639,,,,,,,,,,,,,,,,,,,,,,,,
1248,5.831776,0.204808,0.086562,0.342668,,,,,,,,,,,,,,,,,,,,,,,,
1249,5.836449,0.204771,0.084596,0.34262,,,,,,,,,,,,,,,,,,,,,,,,
1250,5.841121,0.204772,0.082337,0.342602,,,,,,,,,,,,,,,,,,,,,,,,
1251,5.845794,0.204642,0.080076,0.342552,,,,,,,,,,,,,,,,,,,,,,,,
1252,5.850467,0.204636,0.077465,0.342495,,,,,,,,,,,,,,,,,,,,,,,,
1253,5.85514,0.20467,0.074795,0.342509,,,,,,,,,,,,,,,,,,,,,,,,
1254,5.859813,0.204773,0.072109,0.342595,,,,,,,,,,,,,,,,,,,,,,,,
1255,5.864486,0.204885,0.069574,0.34262,,,,,,,,,,,,,,,,,,,,,,,,
1256,5.869159,0.204874,0.067059,0.342472,,,,,,,,,,,,,,,,,,,,,,,,
1257,5.873832,0.204948,0.064628,0.342322,,,,,,,,,,,,,,,,,,,,,,,,
1258,5.878505,0.204986,0.062518,0.342168,,,,,,,,,,,,,,,,,,,,,,,,
1259,5.883178,0.205012,0.061321,0.342082,,,,,,,,,,,,,,,,,,,,,,,,
1260,5.88785,0.205,0.061153,0.342047,,,,,,,,,,,,,,,,,,,,,,,,
1261,5.892523,0.205,0.061948,0.341995,,,,,,,,,,,,,,,,,,,,,,,,
1262,5.897196,0.204913,0.063336,0.342037,,,,,,,,,,,,,,,,,,,,,,,,
1263,5.901869,0.204879,0.064907,0.342039,,,,,,,,,,,,,,,,,,,,,,,,
1264,5.906542,0.204747,0.066957,0.342029,,,,,,,,,,,,,,,,,,,,,,,,
1265,5.911215,0.204649,0.06891,0.342077,,,,,,,,,,,,,,,,,,,,,,,,
1266,5.915888,0.204614,0.07079,0.342105,,,,,,,,,,,,,,,,,,,,,,,,
1267,5.920561,0.204525,0.072916,0.342167,,,,,,,,,,,,,,,,,,,,,,,,
1268,5.925234,0.2046,0.074903,0.342211,,,,,,,,,,,,,,,,,,,,,,,,
1269,5.929907,0.204617,0.07693,0.342221,,,,,,,,,,,,,,,,,,,,,,,,
1270,5.934579,0.204524,0.079249,0.342175,,,,,,,,,,,,,,,,,,,,,,,,
1271,5.939252,0.204555,0.081385,0.342131,,,,,,,,,,,,,,,,,,,,,,,,
1272,5.943925,0.204501,0.083663,0.342051,,,,,,,,,,,,,,,,,,,,,,,,
1273,5.948598,0.204487,0.085731,0.341991,,,,,,,,,,,,,,,,,,,,,,,,
1274,5.953271,0.204542,0.087733,0.341935,,,,,,,,,,,,,,,,,,,,,,,,
1275,5.957944,0.204538,0.089829,0.341868,,,,,,,,,,,,,,,,,,,,,,,,
1276,5.962617,0.204569,0.091612,0.34184,,,,,,,,,,,,,,,,,,,,,,,,
1277,5.96729,0.204646,0.09315,0.341814,,,,,,,,,,,,,,,,,,,,,,,,
1278,5.971963,0.204717,0.094477,0.341853,,,,,,,,,,,,,,,,,,,,,,,,
1279,5.976636,0.204794,0.09565,0.341941,,,,,,,,,,,,,,,,,,,,,,,,
1280,5.981308,0.204859,0.096582,0.341978,,,,,,,,,,,,,,,,,,,,,,,,
1281,5.985981,0.204945,0.097216,0.342019,,,,,,,,,,,,,,,,,,,,,,,,
1282,5.990654,0.205064,0.097619,0.342081,,,,,,,,,,,,,,,,,,,,,,,,
1283,5.995327,0.205034,0.098051,0.34211,,,,,,,,,,,,,,,,,,,,,,,,
1284,6,0.205016,0.098206,0.342172,,,,,,,,,,,,,,,,,,,,,,,,
1285,6.004673,0.205001,0.098131,0.342175,,,,,,,,,,,,,,,,,,,,,,,,
1286,6.009346,0.204985,0.097887,0.342194,,,,,,,,,,,,,,,,,,,,,,,,
1287,6.014019,0.205042,0.097365,0.342324,,,,,,,,,,,,,,,,,,,,,,,,
1288,6.018692,0.204995,0.096632,0.342413,,,,,,,,,,,,,,,,,,,,,,,,
1289,6.023364,0.205026,0.095643,0.342439,,,,,,,,,,,,,,,,,,,,,,,,
1290,6.028037,0.205016,0.094539,0.342556,,,,,,,,,,,,,,,,,,,,,,,,
1291,6.03271,0.204928,0.09342,0.342595,,,,,,,,,,,,,,,,,,,,,,,,
1292,6.037383,0.204855,0.091962,0.342621,,,,,,,,,,,,,,,,,,,,,,,,
1293,6.042056,0.204861,0.09019,0.342681,,,,,,,,,,,,,,,,,,,,,,,,
1294,6.046729,0.204885,0.088195,0.342734,,,,,,,,,,,,,,,,,,,,,,,,
1295,6.051402,0.204818,0.086217,0.342733,,,,,,,,,,,,,,,,,,,,,,,,
1296,6.056075,0.204856,0.083984,0.342752,,,,,,,,,,,,,,,,,,,,,,,,
1297,6.060748,0.20476,0.081789,0.342722,,,,,,,,,,,,,,,,,,,,,,,,
1298,6.065421,0.204664,0.079376,0.342598,,,,,,,,,,,,,,,,,,,,,,,,
1299,6.070093,0.204701,0.07667,0.342533,,,,,,,,,,,,,,,,,,,,,,,,
1300,6.074766,0.204678,0.074029,0.342528,,,,,,,,,,,,,,,,,,,,,,,,
1301,6.079439,0.204771,0.071364,0.342511,,,,,,,,,,,,,,,,,,,,,,,,
1302,6.084112,0.204778,0.068817,0.342348,,,,,,,,,,,,,,,,,,,,,,,,
1303,6.088785,0.204836,0.066184,0.342206,,,,,,,,,,,,,,,,,,,,,,,,
1304,6.093458,0.204812,0.063774,0.341935,,,,,,,,,,,,,,,,,,,,,,,,
1305,6.098131,0.204756,0.062049,0.341603,,,,,,,,,,,,,,,,,,,,,,,,
1306,6.102804,0.204789,0.061063,0.341465,,,,,,,,,,,,,,,,,,,,,,,,
1307,6.107477,0.204753,0.061084,0.341391,,,,,,,,,,,,,,,,,,,,,,,,
1308,6.11215,0.204734,0.062101,0.34137,,,,,,,,,,,,,,,,,,,,,,,,
1309,6.116822,0.204647,0.063589,0.341372,,,,,,,,,,,,,,,,,,,,,,,,
1310,6.121495,0.204577,0.065274,0.341443,,,,,,,,,,,,,,,,,,,,,,,,
1311,6.126168,0.204597,0.067172,0.341573,,,,,,,,,,,,,,,,,,,,,,,,
1312,6.130841,0.204481,0.069232,0.341702,,,,,,,,,,,,,,,,,,,,,,,,
1313,6.135514,0.20446,0.07119,0.341782,,,,,,,,,,,,,,,,,,,,,,,,
1314,6.140187,0.204381,0.073434,0.341809,,,,,,,,,,,,,,,,,,,,,,,,
1315,6.14486,0.204475,0.075454,0.341889,,,,,,,,,,,,,,,,,,,,,,,,
1316,6.149533,0.204467,0.077595,0.341948,,,,,,,,,,,,,,,,,,,,,,,,
1317,6.154206,0.204456,0.079765,0.341992,,,,,,,,,,,,,,,,,,,,,,,,
1318,6.158879,0.204451,0.082051,0.341999,,,,,,,,,,,,,,,,,,,,,,,,
1319,6.163551,0.204442,0.084268,0.342006,,,,,,,,,,,,,,,,,,,,,,,,
1320,6.168224,0.204476,0.086427,0.341974,,,,,,,,,,,,,,,,,,,,,,,,
1321,6.172897,0.204529,0.088465,0.341913,,,,,,,,,,,,,,,,,,,,,,,,
1322,6.17757,0.204554,0.090428,0.34184,,,,,,,,,,,,,,,,,,,,,,,,
1323,6.182243,0.20458,0.092302,0.341736,,,,,,,,,,,,,,,,,,,,,,,,
1324,6.186916,0.204637,0.093897,0.341665,,,,,,,,,,,,,,,,,,,,,,,,
1325,6.191589,0.204643,0.095312,0.341641,,,,,,,,,,,,,,,,,,,,,,,,
1326,6.196262,0.204715,0.096522,0.341663,,,,,,,,,,,,,,,,,,,,,,,,
1327,6.200935,0.20481,0.09751,0.341656,,,,,,,,,,,,,,,,,,,,,,,,
1328,6.205607,0.204923,0.09813,0.341705,,,,,,,,,,,,,,,,,,,,,,,,
1329,6.21028,0.204981,0.098719,0.34172,,,,,,,,,,,,,,,,,,,,,,,,
1330,6.214953,0.205009,0.099014,0.341798,,,,,,,,,,,,,,,,,,,,,,,,
1331,6.219626,0.205054,0.099131,0.341877,,,,,,,,,,,,,,,,,,,,,,,,
1332,6.224299,0.205049,0.099194,0.341944,,,,,,,,,,,,,,,,,,,,,,,,
1333,6.228972,0.205066,0.099052,0.342015,,,,,,,,,,,,,,,,,,,,,,,,
1334,6.233645,0.205054,0.098672,0.342135,,,,,,,,,,,,,,,,,,,,,,,,
1335,6.238318,0.204993,0.098115,0.342253,,,,,,,,,,,,,,,,,,,,,,,,
1336,6.242991,0.205079,0.096969,0.342438,,,,,,,,,,,,,,,,,,,,,,,,
1337,6.247664,0.205028,0.095947,0.342481,,,,,,,,,,,,,,,,,,,,,,,,
1338,6.252336,0.205042,0.094802,0.342631,,,,,,,,,,,,,,,,,,,,,,,,
1339,6.257009,0.204975,0.093526,0.342714,,,,,,,,,,,,,,,,,,,,,,,,
1340,6.261682,0.204902,0.091884,0.342717,,,,,,,,,,,,,,,,,,,,,,,,
1341,6.266355,0.204953,0.089778,0.342761,,,,,,,,,,,,,,,,,,,,,,,,
1342,6.271028,0.204903,0.087745,0.342788,,,,,,,,,,,,,,,,,,,,,,,,
1343,6.275701,0.204837,0.085668,0.342752,,,,,,,,,,,,,,,,,,,,,,,,
1344,6.280374,0.204833,0.083409,0.342734,,,,,,,,,,,,,,,,,,,,,,,,
1345,6.285047,0.204717,0.081067,0.342649,,,,,,,,,,,,,,,,,,,,,,,,
1346,6.28972,0.20465,0.078473,0.342535,,,,,,,,,,,,,,,,,,,,,,,,
1347,6.294393,0.204623,0.075782,0.342487,,,,,,,,,,,,,,,,,,,,,,,,
1348,6.299065,0.204693,0.072996,0.342553,,,,,,,,,,,,,,,,,,,,,,,,
1349,6.303738,0.204825,0.070305,0.342532,,,,,,,,,,,,,,,,,,,,,,,,
1350,6.308411,0.204799,0.067712,0.3423,,,,,,,,,,,,,,,,,,,,,,,,
1351,6.313084,0.204821,0.065237,0.342143,,,,,,,,,,,,,,,,,,,,,,,,
1352,6.317757,0.204869,0.062942,0.341908,,,,,,,,,,,,,,,,,,,,,,,,
1353,6.32243,0.204808,0.061634,0.341661,,,,,,,,,,,,,,,,,,,,,,,,
1354,6.327103,0.204808,0.061068,0.341557,,,,,,,,,,,,,,,,,,,,,,,,
1355,6.331776,0.204789,0.061485,0.341524,,,,,,,,,,,,,,,,,,,,,,,,
1356,6.336449,0.204736,0.062726,0.341543,,,,,,,,,,,,,,,,,,,,,,,,
1357,6.341121,0.204695,0.064263,0.341614,,,,,,,,,,,,,,,,,,,,,,,,
1358,6.345794,0.204653,0.066094,0.34175,,,,,,,,,,,,,,,,,,,,,,,,
1359,6.350467,0.204648,0.067974,0.341866,,,,,,,,,,,,,,,,,,,,,,,,
1360,6.35514,0.204568,0.070146,0.341929,,,,,,,,,,,,,,,,,,,,,,,,
1361,6.359813,0.204521,0.072204,0.342022,,,,,,,,,,,,,,,,,,,,,,,,
1362,6.364486,0.204578,0.074239,0.342133,,,,,,,,,,,,,,,,,,,,,,,,
1363,6.369159,0.204579,0.076446,0.342206,,,,,,,,,,,,,,,,,,,,,,,,
1364,6.373832,0.204575,0.07865,0.342182,,,,,,,,,,,,,,,,,,,,,,,,
1365,6.378505,0.204521,0.080954,0.34215,,,,,,,,,,,,,,,,,,,,,,,,
1366,6.383178,0.204576,0.083095,0.342126,,,,,,,,,,,,,,,,,,,,,,,,
1367,6.38785,0.204488,0.085364,0.34205,,,,,,,,,,,,,,,,,,,,,,,,
1368,6.392523,0.204596,0.087314,0.342043,,,,,,,,,,,,,,,,,,,,,,,,
1369,6.397196,0.204584,0.089423,0.341997,,,,,,,,,,,,,,,,,,,,,,,,
1370,6.401869,0.204578,0.091287,0.341929,,,,,,,,,,,,,,,,,,,,,,,,
1371,6.406542,0.204632,0.092826,0.34192,,,,,,,,,,,,,,,,,,,,,,,,
1372,6.411215,0.204766,0.09412,0.341994,,,,,,,,,,,,,,,,,,,,,,,,
1373,6.415888,0.204807,0.095452,0.342007,,,,,,,,,,,,,,,,,,,,,,,,
1374,6.420561,0.204899,0.09628,0.342047,,,,,,,,,,,,,,,,,,,,,,,,
1375,6.425234,0.204896,0.096938,0.342068,,,,,,,,,,,,,,,,,,,,,,,,
1376,6.429907,0.205071,0.097334,0.342122,,,,,,,,,,,,,,,,,,,,,,,,
1377,6.434579,0.205036,0.09778,0.342059,,,,,,,,,,,,,,,,,,,,,,,,
1378,6.439252,0.205012,0.097996,0.342089,,,,,,,,,,,,,,,,,,,,,,,,
1379,6.443925,0.204977,0.098045,0.342153,,,,,,,,,,,,,,,,,,,,,,,,
1380,6.448598,0.205025,0.097712,0.342191,,,,,,,,,,,,,,,,,,,,,,,,
1381,6.453271,0.205027,0.097102,0.342328,,,,,,,,,,,,,,,,,,,,,,,,
1382,6.457944,0.205004,0.096468,0.342423,,,,,,,,,,,,,,,,,,,,,,,,
1383,6.462617,0.205045,0.095565,0.342491,,,,,,,,,,,,,,,,,,,,,,,,
1384,6.46729,0.205016,0.094567,0.34263,,,,,,,,,,,,,,,,,,,,,,,,
1385,6.471963,0.204952,0.093414,0.34268,,,,,,,,,,,,,,,,,,,,,,,,
1386,6.476636,0.20486,0.091946,0.342695,,,,,,,,,,,,,,,,,,,,,,,,
1387,6.481308,0.204902,0.09015,0.342766,,,,,,,,,,,,,,,,,,,,,,,,
1388,6.485981,0.20491,0.088243,0.342788,,,,,,,,,,,,,,,,,,,,,,,,
1389,6.490654,0.204858,0.086287,0.342763,,,,,,,,,,,,,,,,,,,,,,,,
1390,6.495327,0.204846,0.08409,0.342735,,,,,,,,,,,,,,,,,,,,,,,,
1391,6.5,0.204743,0.081884,0.34266,,,,,,,,,,,,,,,,,,,,,,,,
1392,6.504673,0.204623,0.07949,0.34253,,,,,,,,,,,,,,,,,,,,,,,,
1393,6.509346,0.204651,0.07684,0.342444,,,,,,,,,,,,,,,,,,,,,,,,
1394,6.514019,0.204625,0.074225,0.342448,,,,,,,,,,,,,,,,,,,,,,,,
1395,6.518692,0.204751,0.071588,0.342435,,,,,,,,,,,,,,,,,,,,,,,,
1396,6.523364,0.204779,0.069036,0.342303,,,,,,,,,,,,,,,,,,,,,,,,
1397,6.528037,0.204809,0.066515,0.342161,,,,,,,,,,,,,,,,,,,,,,,,
1398,6.53271,0.204769,0.064284,0.34194,,,,,,,,,,,,,,,,,,,,,,,,
1399,6.537383,0.204764,0.062461,0.341702,,,,,,,,,,,,,,,,,,,,,,,,
1400,6.542056,0.20481,0.06144,0.34165,,,,,,,,,,,,,,,,,,,,,,,,
1401,6.546729,0.204829,0.061324,0.341606,,,,,,,,,,,,,,,,,,,,,,,,
1402,6.551402,0.204811,0.062188,0.341632,,,,,,,,,,,,,,,,,,,,,,,,
1403,6.556075,0.204831,0.063494,0.341716,,,,,,,,,,,,,,,,,,,,,,,,
1404,6.560748,0.204787,0.065062,0.341851,,,,,,,,,,,,,,,,,,,,,,,,
1405,6.565421,0.204682,0.067116,0.341917,,,,,,,,,,,,,,,,,,,,,,,,
1406,6.570093,0.20463,0.069097,0.342049,,,,,,,,,,,,,,,,,,,,,,,,
1407,6.574766,0.204617,0.071043,0.342142,,,,,,,,,,,,,,,,,,,,,,,,
1408,6.579439,0.204545,0.073222,0.342225,,,,,,,,,,,,,,,,,,,,,,,,
1409,6.584112,0.204663,0.075159,0.342296,,,,,,,,,,,,,,,,,,,,,,,,
1410,6.588785,0.204587,0.07739,0.342269,,,,,,,,,,,,,,,,,,,,,,,,
1411,6.593458,0.204553,0.07953,0.342236,,,,,,,,,,,,,,,,,,,,,,,,
1412,6.598131,0.204501,0.081848,0.342189,,,,,,,,,,,,,,,,,,,,,,,,
1413,6.602804,0.204504,0.084053,0.342119,,,,,,,,,,,,,,,,,,,,,,,,
1414,6.607477,0.20452,0.086149,0.342041,,,,,,,,,,,,,,,,,,,,,,,,
1415,6.61215,0.204555,0.088217,0.341968,,,,,,,,,,,,,,,,,,,,,,,,
1416,6.616822,0.20457,0.090209,0.341858,,,,,,,,,,,,,,,,,,,,,,,,
1417,6.621495,0.204588,0.092075,0.341751,,,,,,,,,,,,,,,,,,,,,,,,
1418,6.626168,0.204653,0.093666,0.341708,,,,,,,,,,,,,,,,,,,,,,,,
1419,6.630841,0.204639,0.095148,0.341681,,,,,,,,,,,,,,,,,,,,,,,,
1420,6.635514,0.204721,0.096366,0.341724,,,,,,,,,,,,,,,,,,,,,,,,
1421,6.640187,0.204806,0.09743,0.341725,,,,,,,,,,,,,,,,,,,,,,,,
1422,6.64486,0.204958,0.097984,0.341792,,,,,,,,,,,,,,,,,,,,,,,,
1423,6.649533,0.204978,0.098575,0.341783,,,,,,,,,,,,,,,,,,,,,,,,
1424,6.654206,0.204997,0.098945,0.341833,,,,,,,,,,,,,,,,,,,,,,,,
1425,6.658879,0.205026,0.099097,0.341889,,,,,,,,,,,,,,,,,,,,,,,,
1426,6.663551,0.20504,0.099118,0.341931,,,,,,,,,,,,,,,,,,,,,,,,
1427,6.668224,0.205028,0.098988,0.341943,,,,,,,,,,,,,,,,,,,,,,,,
1428,6.672897,0.204994,0.098665,0.341998,,,,,,,,,,,,,,,,,,,,,,,,
1429,6.67757,0.205003,0.097986,0.34212,,,,,,,,,,,,,,,,,,,,,,,,
1430,6.682243,0.204985,0.09697,0.342221,,,,,,,,,,,,,,,,,,,,,,,,
1431,6.686916,0.204958,0.095891,0.342276,,,,,,,,,,,,,,,,,,,,,,,,
1432,6.691589,0.204937,0.094805,0.342365,,,,,,,,,,,,,,,,,,,,,,,,
1433,6.696262,0.204895,0.093573,0.342476,,,,,,,,,,,,,,,,,,,,,,,,
1434,6.700935,0.204841,0.091915,0.342508,,,,,,,,,,,,,,,,,,,,,,,,
1435,6.705607,0.204882,0.089826,0.342564,,,,,,,,,,,,,,,,,,,,,,,,
1436,6.71028,0.204826,0.087843,0.342604,,,,,,,,,,,,,,,,,,,,,,,,
1437,6.714953,0.204784,0.085767,0.342612,,,,,,,,,,,,,,,,,,,,,,,,
1438,6.719626,0.204759,0.083585,0.342593,,,,,,,,,,,,,,,,,,,,,,,,
1439,6.724299,0.204689,0.081205,0.342577,,,,,,,,,,,,,,,,,,,,,,,,
1440,6.728972,0.204627,0.078633,0.342491,,,,,,,,,,,,,,,,,,,,,,,,
1441,6.733645,0.204614,0.0759,0.342456,,,,,,,,,,,,,,,,,,,,,,,,
1442,6.738318,0.20469,0.073065,0.342529,,,,,,,,,,,,,,,,,,,,,,,,
1443,6.742991,0.204836,0.07036,0.342529,,,,,,,,,,,,,,,,,,,,,,,,
1444,6.747664,0.204801,0.067792,0.342297,,,,,,,,,,,,,,,,,,,,,,,,
1445,6.752336,0.204803,0.065327,0.342136,,,,,,,,,,,,,,,,,,,,,,,,
1446,6.757009,0.204802,0.063064,0.341817,,,,,,,,,,,,,,,,,,,,,,,,
1447,6.761682,0.20477,0.061632,0.3416,,,,,,,,,,,,,,,,,,,,,,,,
1448,6.766355,0.204783,0.060984,0.341466,,,,,,,,,,,,,,,,,,,,,,,,
1449,6.771028,0.204727,0.061397,0.341376,,,,,,,,,,,,,,,,,,,,,,,,
1450,6.775701,0.204666,0.062623,0.34135,,,,,,,,,,,,,,,,,,,,,,,,
1451,6.780374,0.204608,0.064119,0.341341,,,,,,,,,,,,,,,,,,,,,,,,
1452,6.785047,0.204492,0.066054,0.341336,,,,,,,,,,,,,,,,,,,,,,,,
1453,6.78972,0.204475,0.067966,0.341489,,,,,,,,,,,,,,,,,,,,,,,,
1454,6.794393,0.204455,0.069918,0.341585,,,,,,,,,,,,,,,,,,,,,,,,
1455,6.799065,0.204351,0.072136,0.341619,,,,,,,,,,,,,,,,,,,,,,,,
1456,6.803738,0.204389,0.074223,0.341656,,,,,,,,,,,,,,,,,,,,,,,,
1457,6.808411,0.204366,0.076427,0.341701,,,,,,,,,,,,,,,,,,,,,,,,
1458,6.813084,0.204341,0.078616,0.341724,,,,,,,,,,,,,,,,,,,,,,,,
1459,6.817757,0.204343,0.080908,0.341783,,,,,,,,,,,,,,,,,,,,,,,,
1460,6.82243,0.204437,0.083058,0.341832,,,,,,,,,,,,,,,,,,,,,,,,
1461,6.827103,0.204387,0.085358,0.341823,,,,,,,,,,,,,,,,,,,,,,,,
1462,6.831776,0.204478,0.087356,0.341788,,,,,,,,,,,,,,,,,,,,,,,,
1463,6.836449,0.204536,0.089355,0.341777,,,,,,,,,,,,,,,,,,,,,,,,
1464,6.841121,0.204486,0.091459,0.341708,,,,,,,,,,,,,,,,,,,,,,,,
1465,6.845794,0.204558,0.093114,0.341663,,,,,,,,,,,,,,,,,,,,,,,,
1466,6.850467,0.204622,0.094587,0.341648,,,,,,,,,,,,,,,,,,,,,,,,
1467,6.85514,0.204686,0.095868,0.341736,,,,,,,,,,,,,,,,,,,,,,,,
1468,6.859813,0.204766,0.096984,0.341769,,,,,,,,,,,,,,,,,,,,,,,,
1469,6.864486,0.20495,0.097564,0.341859,,,,,,,,,,,,,,,,,,,,,,,,
1470,6.869159,0.20499,0.098145,0.341942,,,,,,,,,,,,,,,,,,,,,,,,
1471,6.873832,0.205018,0.098622,0.341983,,,,,,,,,,,,,,,,,,,,,,,,
1472,6.878505,0.205081,0.098826,0.342064,,,,,,,,,,,,,,,,,,,,,,,,
1473,6.883178,0.205122,0.098856,0.342199,,,,,,,,,,,,,,,,,,,,,,,,
1474,6.88785,0.205102,0.098735,0.342241,,,,,,,,,,,,,,,,,,,,,,,,
1475,6.892523,0.205098,0.098459,0.342324,,,,,,,,,,,,,,,,,,,,,,,,
1476,6.897196,0.20506,0.097876,0.342476,,,,,,,,,,,,,,,,,,,,,,,,
1477,6.901869,0.205156,0.096858,0.342622,,,,,,,,,,,,,,,,,,,,,,,,
1478,6.906542,0.205119,0.095993,0.34269,,,,,,,,,,,,,,,,,,,,,,,,
1479,6.911215,0.205123,0.094856,0.342815,,,,,,,,,,,,,,,,,,,,,,,,
1480,6.915888,0.205051,0.093554,0.342846,,,,,,,,,,,,,,,,,,,,,,,,
1481,6.920561,0.204954,0.091987,0.342851,,,,,,,,,,,,,,,,,,,,,,,,
1482,6.925234,0.204946,0.090157,0.342886,,,,,,,,,,,,,,,,,,,,,,,,
1483,6.929907,0.204947,0.088094,0.34292,,,,,,,,,,,,,,,,,,,,,,,,
